"ログインID","IPアドレス","ユーザーエージェント","ログイン日時"
"B34063800","86.48.13.42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","2025/05/13 12:54:11"
